Tweet;Sentimen;step01;tokens;step02;ProcessedText
Baru dapet info kalo di gang sebelah rumah di Lumajang udah ada yg positif Covid-19, semoga seluruh keluarga disana aman.;1.0;baru dapet info kalo di gang sebelah rumah di lumajang udah ada yg positif covid number semoga seluruh keluarga disana aman;['dapet', 'info', 'kalo', 'gang', 'sebelah', 'rumah', 'lumajang', 'udah', 'yg', 'positif', 'covid', 'number', 'semoga', 'keluarga', 'disana', 'aman'];dapet info kalo gang sebelah rumah lumajang udah yg positif covid number semoga keluarga disana aman;dapet info kalo gang belah rumah lumajang udah yg positif covid number moga keluarga sana aman
Darurat militer saja pemerintah bias mewajibkan rakyat sebagai serdadu. Darurat wabah covid-19 dan kesehatan tentu bisa dilakukan untuk mewajibkan para konglomerat untuk keluarkan hartanya untuk kepentingan bersama.;1.0;darurat militer saja pemerintah bias mewajibkan rakyat sebagai serdadu darurat wabah covid number dan kesehatan tentu bisa dilakukan untuk mewajibkan para konglomerat untuk keluarkan hartanya untuk kepentingan bersama;['darurat', 'militer', 'pemerintah', 'bias', 'mewajibkan', 'rakyat', 'serdadu', 'darurat', 'wabah', 'covid', 'number', 'kesehatan', 'mewajibkan', 'konglomerat', 'keluarkan', 'hartanya', 'kepentingan'];darurat militer pemerintah bias mewajibkan rakyat serdadu darurat wabah covid number kesehatan mewajibkan konglomerat keluarkan hartanya kepentingan;darurat militer perintah bias wajib rakyat serdadu darurat wabah covid number sehat wajib konglomerat keluar harta penting
Tapi anis ni tak main tiktok dan alhamdulillah tak kena covid.;0.0;tapi anis ni tak main tiktok dan alhamdulillah tak kena covid;['anis', 'ni', 'main', 'tiktok', 'alhamdulillah', 'kena', 'covid'];anis ni main tiktok alhamdulillah kena covid;anis ni main tiktok alhamdulillah kena covid
Sbnarnya sudah tdk kaget klo di suruh tinggal rumah, sudah terbiasa dri dulu juga social distancing, krna Ada yg lebih mematikan dalam masyarakat lebih dri covid, yaitu kebodohan~;-1.0;sbnarnya sudah tdk kaget klo di suruh tinggal rumah sudah terbiasa dri dulu juga social distancing krna ada yg lebih mematikan dalam masyarakat lebih dri covid yaitu kebodohan;['sbnarnya', 'tdk', 'kaget', 'klo', 'suruh', 'tinggal', 'rumah', 'terbiasa', 'dri', 'social', 'distancing', 'krna', 'yg', 'mematikan', 'masyarakat', 'dri', 'covid', 'kebodohan'];sbnarnya tdk kaget klo suruh tinggal rumah terbiasa dri social distancing krna yg mematikan masyarakat dri covid kebodohan;sbnarnya tdk kaget klo suruh tinggal rumah biasa dri social distancing krna yg mati masyarakat dri covid bodoh
Badan POM luncurkan informatorium obat COVID-19 bersamaan dengan FGD online tentang penanggulangan COVID-19.Informatorium ini berisi informasi terkait perkembangan obat COVID-19 di dunia dan tata;1.0;badan allcaps pom allcaps luncurkan informatorium obat allcaps covid allcaps number bersamaan dengan allcaps fgd allcaps online tentang penanggulangan allcaps covid allcaps number informatorium ini berisi informasi terkait perkembangan obat allcaps covid allcaps number di dunia dan tata;['badan', 'allcaps', 'pom', 'allcaps', 'luncurkan', 'informatorium', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'bersamaan', 'allcaps', 'fgd', 'allcaps', 'online', 'penanggulangan', 'allcaps', 'covid', 'allcaps', 'number', 'informatorium', 'berisi', 'informasi', 'terkait', 'perkembangan', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'dunia', 'tata'];badan allcaps pom allcaps luncurkan informatorium obat allcaps covid allcaps number bersamaan allcaps fgd allcaps online penanggulangan allcaps covid allcaps number informatorium berisi informasi terkait perkembangan obat allcaps covid allcaps number dunia tata;badan allcaps pom allcaps luncur informatorium obat allcaps covid allcaps number sama allcaps fgd allcaps online tanggulang allcaps covid allcaps number informatorium isi informasi kait kembang obat allcaps covid allcaps number dunia tata
Revisi : - kalau tidak ada penambahan jumlah yang positif - maka untuk pasien Covid-19 dengan gejala penyakit yang parah atau kritis, bisa membutuhkan waktu pemulihan klinis sekitar 3 hingga 6 minggu.;1.0;revisi kalau tidak ada penambahan jumlah yang positif maka untuk pasien covid number dengan gejala penyakit yang parah atau kritis bisa membutuhkan waktu pemulihan klinis sekitar number hingga number minggu;['revisi', 'penambahan', 'positif', 'pasien', 'covid', 'number', 'gejala', 'penyakit', 'parah', 'kritis', 'membutuhkan', 'pemulihan', 'klinis', 'number', 'number', 'minggu'];revisi penambahan positif pasien covid number gejala penyakit parah kritis membutuhkan pemulihan klinis number number minggu;revisi tambah positif pasien covid number gejala sakit parah kritis butuh pulih klinis number number minggu
Syafakallah..semoga Allah memberi kesembuhan pada Dr Tun Muzamal Widan drp wabak Covid 19 dan sihat seperti biasa ..Aamiin Ya Rabbal Alamiin;1.0;syafakallah repeated semoga allah memberi kesembuhan pada dr tun muzamal widan drp wabak covid number dan sihat seperti biasa repeated aamiin ya rabbal alamiin;['syafakallah', 'repeated', 'semoga', 'allah', 'kesembuhan', 'dr', 'tun', 'muzamal', 'widan', 'drp', 'wabak', 'covid', 'number', 'sihat', 'repeated', 'aamiin', 'ya', 'rabbal', 'alamiin'];syafakallah repeated semoga allah kesembuhan dr tun muzamal widan drp wabak covid number sihat repeated aamiin ya rabbal alamiin;syafakallah repeated moga allah sembuh dr tun muzamal widan drp wabak covid number sihat repeated aamiin ya rabbal alamiin
sambil menunggu orang2 pintar menemukan obatnya, mari waspada, tak perlu panik berlebihan. faktanya angka kematian 5 bln jauh lebih rendah dr TBC.. COVID-19 Tidak Menyeramkan;0.0;sambil menunggu orang pintar menemukan obatnya mari waspada tak perlu panik berlebihan faktanya angka kematian number bln jauh lebih rendah dr allcaps tbc allcaps repeated allcaps covid allcaps number tidak menyeramkan;['menunggu', 'orang', 'pintar', 'menemukan', 'obatnya', 'mari', 'waspada', 'panik', 'faktanya', 'angka', 'kematian', 'number', 'bln', 'rendah', 'dr', 'allcaps', 'tbc', 'allcaps', 'repeated', 'allcaps', 'covid', 'allcaps', 'number', 'menyeramkan'];menunggu orang pintar menemukan obatnya mari waspada panik faktanya angka kematian number bln rendah dr allcaps tbc allcaps repeated allcaps covid allcaps number menyeramkan;tunggu orang pintar temu obat mari waspada panik fakta angka mati number bln rendah dr allcaps tbc allcaps repeated allcaps covid allcaps number seram
PSBB versus COVID-19;0.0;allcaps psbb allcaps versus allcaps covid allcaps number;['allcaps', 'psbb', 'allcaps', 'versus', 'allcaps', 'covid', 'allcaps', 'number'];allcaps psbb allcaps versus allcaps covid allcaps number;allcaps psbb allcaps versus allcaps covid allcaps number
Dirumah aja , jaga kesehatan dukung pemerintah memerangi covid 19 , dan dirumah ajapun bisa memperoleh investasi dengan untung banyakk...Dengan didukung legalitas aman dan konsep hotel dan berkelas.. perputasan;1.0;dirumah aja jaga kesehatan dukung pemerintah memerangi covid number dan dirumah ajapun bisa memperoleh investasi dengan untung banyakk repeated dengan didukung legalitas aman dan konsep hotel dan berkelas repeated perputasan;['dirumah', 'aja', 'jaga', 'kesehatan', 'dukung', 'pemerintah', 'memerangi', 'covid', 'number', 'dirumah', 'ajapun', 'memperoleh', 'investasi', 'untung', 'banyakk', 'repeated', 'didukung', 'legalitas', 'aman', 'konsep', 'hotel', 'berkelas', 'repeated', 'perputasan'];dirumah aja jaga kesehatan dukung pemerintah memerangi covid number dirumah ajapun memperoleh investasi untung banyakk repeated didukung legalitas aman konsep hotel berkelas repeated perputasan;rumah aja jaga sehat dukung perintah rang covid number rumah aja oleh investasi untung banyakk repeated dukung legalitas aman konsep hotel kelas repeated perputasan
"MEDITATION TO FIGHT COVID-19 ""Meditasi tidak hanya bermanfaat bagi pikiran tetapi juga bagi tubuh. Dalam satu kesatuan yang harmonis kehidupan berlangsung dalam cinta yang mengubah segala sesuatu menjadi";1.0;allcaps meditation to fight covid allcaps number meditasi tidak hanya bermanfaat bagi pikiran tetapi juga bagi tubuh dalam satu kesatuan yang harmonis kehidupan berlangsung dalam cinta yang mengubah segala sesuatu menjadi;['allcaps', 'meditation', 'to', 'fight', 'covid', 'allcaps', 'number', 'meditasi', 'bermanfaat', 'pikiran', 'tubuh', 'kesatuan', 'harmonis', 'kehidupan', 'cinta', 'mengubah'];allcaps meditation to fight covid allcaps number meditasi bermanfaat pikiran tubuh kesatuan harmonis kehidupan cinta mengubah;allcaps meditation to fight covid allcaps number meditasi manfaat pikir tubuh satu harmonis hidup cinta ubah
Pdhl gak mutlak begitu ya. Beliau lupa ttg adanya cytokine storm pd pasien COVID-19.;0.0;pdhl gak mutlak begitu ya beliau lupa ttg adanya cytokine storm pd pasien allcaps covid allcaps number;['pdhl', 'gak', 'mutlak', 'ya', 'beliau', 'lupa', 'ttg', 'cytokine', 'storm', 'pd', 'pasien', 'allcaps', 'covid', 'allcaps', 'number'];pdhl gak mutlak ya beliau lupa ttg cytokine storm pd pasien allcaps covid allcaps number;pdhl gak mutlak ya beliau lupa ttg cytokine storm pd pasien allcaps covid allcaps number
Hrap2 cukup 2k rt. Nak warna hijau. Nak bawak g kerja. Merempit musim covid. ;0.0;hrap cukup k rt nak warna hijau nak bawak g kerja merempit musim covid;['hrap', 'k', 'rt', 'nak', 'warna', 'hijau', 'nak', 'bawak', 'g', 'kerja', 'merempit', 'musim', 'covid'];hrap k rt nak warna hijau nak bawak g kerja merempit musim covid;hrap k rt nak warna hijau nak bawak g kerja merempit musim covid
Salam sapa? Mana boleh salam salam pqah musim covid ni. Adoilah;0.0;salam sapa mana boleh salam salam pqah musim covid ni adoilah;['salam', 'sapa', 'salam', 'salam', 'pqah', 'musim', 'covid', 'ni', 'adoilah'];salam sapa salam salam pqah musim covid ni adoilah;salam sapa salam salam pqah musim covid ni adoilah
Sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawat pasien Covid-19. FPI kembali menyalurkan sejumlah bantuan berupa APD serta makanan dan minuman bernutrisi untuk para Tim Medis.;1.0;sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawat pasien covid number allcaps fpi allcaps kembali menyalurkan sejumlah bantuan berupa allcaps apd allcaps serta makanan dan minuman bernutrisi untuk para tim medis;['bentuk', 'dukungan', 'tim', 'medis', 'berjuang', 'menghadapi', 'merawat', 'pasien', 'covid', 'number', 'allcaps', 'fpi', 'allcaps', 'menyalurkan', 'bantuan', 'allcaps', 'apd', 'allcaps', 'makanan', 'minuman', 'bernutrisi', 'tim', 'medis'];bentuk dukungan tim medis berjuang menghadapi merawat pasien covid number allcaps fpi allcaps menyalurkan bantuan allcaps apd allcaps makanan minuman bernutrisi tim medis;bentuk dukung tim medis juang hadap rawat pasien covid number allcaps fpi allcaps salur bantu allcaps apd allcaps makan minum nutrisi tim medis
Semoga wabah covid-19 segera berlalu agar lebaran bisa mudik dan berkumpul dgn keluarga;1.0;semoga wabah covid number segera berlalu agar lebaran bisa mudik dan berkumpul dgn keluarga;['semoga', 'wabah', 'covid', 'number', 'lebaran', 'mudik', 'berkumpul', 'dgn', 'keluarga'];semoga wabah covid number lebaran mudik berkumpul dgn keluarga;moga wabah covid number lebaran mudik kumpul dgn keluarga
Buat penelitian covid 19;0.0;buat penelitian covid number;['penelitian', 'covid', 'number'];penelitian covid number;teliti covid number
Tulisan ini saya bikin sekitar 2 minggu lalu, br dipublish 4 hari lalu. Saya nulis ttg konser virtual yg banyak dilakukan saat pandemi Covid-19, tp ini jg persiapan utk era 5G nantinya. Serunya semalam liat postingan Jrx di IG menghubungkan konspirasi Covid19 ini dan 5G.;0.0;tulisan ini saya bikin sekitar number minggu lalu br dipublish number hari lalu saya nulis ttg konser virtual yg banyak dilakukan saat pandemi covid number tp ini jg persiapan utk era g nantinya serunya semalam liat postingan jrx di ig menghubungkan konspirasi covid ini dan g;['tulisan', 'bikin', 'number', 'minggu', 'br', 'dipublish', 'number', 'nulis', 'ttg', 'konser', 'virtual', 'yg', 'pandemi', 'covid', 'number', 'tp', 'jg', 'persiapan', 'utk', 'era', 'g', 'serunya', 'semalam', 'liat', 'postingan', 'jrx', 'ig', 'menghubungkan', 'konspirasi', 'covid', 'g'];tulisan bikin number minggu br dipublish number nulis ttg konser virtual yg pandemi covid number tp jg persiapan utk era g serunya semalam liat postingan jrx ig menghubungkan konspirasi covid g;tulis bikin number minggu br dipublish number nulis ttg konser virtual yg pandemi covid number tp jg siap utk era g seru malam liat postingan jrx ig hubung konspirasi covid g
PKP. Semua orang tak nak rugi. Semua nya nak bekerja untuk dapatkan duit. Tapi kena la ingat. Selagi tak selesai kes covid-19, belum tentu kita semua selamat walaupun kita pergi & balik kerja. Lebih baik rugi sementara daripada menyesal selamanya.;1.0;allcaps pkp allcaps semua orang tak nak rugi semua nya nak bekerja untuk dapatkan duit tapi kena la ingat selagi tak selesai kes covid number belum tentu kita semua selamat walaupun kita pergi balik kerja lebih baik rugi sementara daripada menyesal selamanya;['allcaps', 'pkp', 'allcaps', 'orang', 'nak', 'rugi', 'nya', 'nak', 'dapatkan', 'duit', 'kena', 'la', 'selagi', 'selesai', 'kes', 'covid', 'number', 'selamat', 'pergi', 'kerja', 'rugi', 'menyesal'];allcaps pkp allcaps orang nak rugi nya nak dapatkan duit kena la selagi selesai kes covid number selamat pergi kerja rugi menyesal;allcaps pkp allcaps orang nak rugi nya nak dapat duit kena la selagi selesai kes covid number selamat pergi kerja rugi sesal
Allhumma inn dzu bika minal barashi, wal jun bni, wal judzmi, wa sayy Bismillahirrahmanirrahim semoga Wabah covid-19 segera berakhir, semoga selalu diberikan kesehatan, keselamatan serta kebahagiaan di dunia akhirat .. Aamiin ;1.0;allhumma inn dzu bika minal barashi wal jun bni wal judzmi wa sayy bismillahirrahmanirrahim semoga wabah covid number segera berakhir semoga selalu diberikan kesehatan keselamatan serta kebahagiaan di dunia akhirat repeated aamiin;['allhumma', 'inn', 'dzu', 'bika', 'minal', 'barashi', 'wal', 'jun', 'bni', 'wal', 'judzmi', 'wa', 'sayy', 'bismillahirrahmanirrahim', 'semoga', 'wabah', 'covid', 'number', 'semoga', 'kesehatan', 'keselamatan', 'kebahagiaan', 'dunia', 'akhirat', 'repeated', 'aamiin'];allhumma inn dzu bika minal barashi wal jun bni wal judzmi wa sayy bismillahirrahmanirrahim semoga wabah covid number semoga kesehatan keselamatan kebahagiaan dunia akhirat repeated aamiin;allhumma inn dzu bika mal barashi wal jun bni wal judzmi wa sayy bismillahirrahmanirrahim moga wabah covid number moga sehat selamat bahagia dunia akhirat repeated aamiin
Ketua Wantim MUI Tolak Pengalihan Dana Haji untuk Penanganan Covid-19;1.0;ketua wantim allcaps mui allcaps tolak pengalihan dana haji untuk penanganan covid number;['ketua', 'wantim', 'allcaps', 'mui', 'allcaps', 'tolak', 'pengalihan', 'dana', 'haji', 'penanganan', 'covid', 'number'];ketua wantim allcaps mui allcaps tolak pengalihan dana haji penanganan covid number;ketua wantim allcaps mui allcaps tolak alih dana haji tangan covid number
Ada 15 cara menyuruh Covid-19 segera pergi:6. Jangan lagi pernah abaikan rumah, keluarga dengan terlalu sibuk di luar rumah. Bukankan Covid-19 telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga ?;1.0;ada number cara menyuruh covid number segera pergi number jangan lagi pernah abaikan rumah keluarga dengan terlalu sibuk di luar rumah bukankan covid number telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga;['number', 'menyuruh', 'covid', 'number', 'pergi', 'number', 'abaikan', 'rumah', 'keluarga', 'sibuk', 'rumah', 'bukankan', 'covid', 'number', 'mendidik', 'tinggal', 'rumah', 'keluarga'];number menyuruh covid number pergi number abaikan rumah keluarga sibuk rumah bukankan covid number mendidik tinggal rumah keluarga;number suruh covid number pergi number abai rumah keluarga sibuk rumah bukan covid number didik tinggal rumah keluarga
Kasihan ibu korban covid 19. Yg memohon kepada warga Video : 2;0.0;kasihan ibu korban covid number yg memohon kepada warga video number;['kasihan', 'korban', 'covid', 'number', 'yg', 'memohon', 'warga', 'video', 'number'];kasihan korban covid number yg memohon warga video number;kasihan korban covid number yg mohon warga video number
Bukan karena covid, dia HIV;-1.0;bukan karena covid dia allcaps hiv allcaps;['covid', 'allcaps', 'hiv', 'allcaps'];covid allcaps hiv allcaps;covid allcaps hiv allcaps
Pandemi COVID-19 ketua Komisi Fatwa MUI banten himbau masyarakat tidak ke luar daerah;1.0;pandemi allcaps covid allcaps number ketua komisi fatwa allcaps mui allcaps banten himbau masyarakat tidak ke luar daerah;['pandemi', 'allcaps', 'covid', 'allcaps', 'number', 'ketua', 'komisi', 'fatwa', 'allcaps', 'mui', 'allcaps', 'banten', 'himbau', 'masyarakat', 'daerah'];pandemi allcaps covid allcaps number ketua komisi fatwa allcaps mui allcaps banten himbau masyarakat daerah;pandemi allcaps covid allcaps number ketua komisi fatwa allcaps mui allcaps banten himbau masyarakat daerah
